Bandit,1,8,true,99.62684655769888,98.14655185601094,90.15806037855239,90.50101884119593,0,255,255,
Solomon,1,5,true,93.68573915370396,94.68702262030901,96.15296231286894,87.55490558007381,0,255,255,
Topaz,3,7,true,93.414997245184,95.10730762391728,94.03228839512403,85.1982402076091,0,255,0,
Spanky,1,3,true,90.60023193683823,99.70663867092586,89.8842717583044,91.30308971643908,128,128,128,
Navajo,5,10,true,94.27406189898954,91.12621645067202,93.54837288466939,99.23916430921147,0,255,255,
Panama,2,5,true,89.4714536684939,98.42486888202248,89.32640444633428,97.20354897475217,0,255,255,
Luna,3,6,true,86.7870494361527,91.18485821122589,92.57971380505754,95.60966148811693,128,128,128,
Calypso,1,8,true,89.02621837291457,99.02863597360563,89.44514548328328,87.57633613623703,64,64,64,
Papoose,1,9,true,89.63774722174325,93.7148030073052,94.25148072130793,96.41604493028746,255,0,255,
Gent,4,9,true,85.66694555434104,96.97540006559883,95.43054368608506,95.58740901167025,64,64,64,
Gulliver,5,8,true,83.87504792624642,86.91106710446215,95.1860637370846,92.62339780593936,0,0,255,
Kendra,2,9,true,91.90489371344594,86.89223423836572,87.49835199566957,92.41240881179897,0,255,255,
Bambi,0,9,true,99.8484316633398,100.81396064957956,91.64080422113723,91.24567324037005,0,255,255,
Vesta,0,8,true,92.81334088379494,92.28208876017987,86.88100882093475,86.30817193019246,0,0,0,
Cole,0,7,true,100.87469195518293,91.46400127903823,88.33536781721611,94.27828696902779,128,128,128,
Victory,0,4,true,94.53919937064416,100.8491392038772,99.28996724189949,86.5883336423802,0,0,255,
Marengo,0,7,true,100.49306735188766,92.64848821599179,99.21795305059479,97.95595531087972,255,0,255,
Tinker,0,6,true,100.3687830572303,93.5234476537536,97.19078089479817,88.91561885552628,0,255,0,
Mac,0,3,true,86.23492174018081,95.00565756988132,88.75694419834883,99.9233786381072,255,0,255,
Cory,0,8,true,93.0716267800276,94.4231584379976,86.56123683425045,96.54165550376614,64,64,64,
