Pie,2,6,true,96.3423191746565,92.47466590516119,100.71253271870098,99.31309497812802,255,200,0,
Savanna,1,10,true,99.24937551582886,97.03601229273889,95.63515315578721,97.72556485004881,64,64,64,
Angel,1,3,true,95.88107977974573,90.05022004731195,86.82690109176181,94.70058971551408,255,175,175,
Disby,1,8,true,99.43586699509311,87.1549716443765,98.25985188762783,89.4910498922938,255,200,0,
Rodeo,2,6,true,92.85467451595188,100.29677363385908,90.42736141490518,88.20100213089911,255,200,0,
Tank,1,3,true,88.48149267118568,92.27845448212977,92.52520313269042,97.3497657349391,0,0,0,
Dawn,3,5,true,87.51314083012207,93.13462141599861,96.83203772412172,92.43473063470302,128,128,128,
Tesa,3,5,true,88.96646129521395,86.48439741434042,90.75751888904688,90.13107087941432,64,64,64,
BeeBee,4,7,true,84.79702616073436,89.54155897536998,100.40149947975551,99.0096691794174,128,128,128,
Boots,4,6,true,85.5957022088467,83.61791502474847,91.38576388230214,91.25268178884626,255,175,175,
Arso,5,10,true,89.39961142529724,99.20948609375455,89.01088315462906,99.03742804879032,255,175,175,
Dixie,2,6,true,85.30026167811698,93.77746484920438,93.1837201705029,92.49322788313549,255,200,0,
Goldie,3,6,true,84.2630518936111,88.745331451206,98.11317264757942,99.25998975932258,255,255,0,
Blue,3,7,true,86.46289685260972,98.31392506748489,89.48549645742278,87.785108842993,255,175,175,
Zelda,7,9,true,83.71117560945957,96.76815757095551,85.40869725159692,93.39977885932817,255,200,0,
Kapfnerweg,1,7,true,86.94324040842181,95.69083665841161,91.42642180480631,87.46550837699017,255,0,255,
Quest,0,7,true,97.75162620218428,85.04974289301391,91.86879571165647,97.84217721032175,128,128,128,
Chix,0,7,true,87.66734953845466,86.71632153251618,91.76947777739556,86.66179482942285,255,200,0,
Banjo,0,5,true,94.84277494101619,98.23513763112223,96.17652601513812,92.71297906757809,64,64,64,
Buddy,0,9,true,95.0880878648768,96.43843080862057,94.70156915437217,94.41461615740471,255,175,175,
